x,y,b,r
1054.0,459.0,29.64,2.8284271247461903
434.0,1087.0,29.92,2.8284271247461903
576.0,1189.0,30.68,2.8284271247461903
1728.0,1016.0,29.28,2.8284271247461903
1513.0,227.0,29.56,2.8284271247461903
628.0,1059.0,29.56,2.8284271247461903
1113.0,64.0,43.88,2.8284271247461903
965.0,206.0,29.52,2.8284271247461903
1859.0,715.0,29.48,2.8284271247461903
1734.0,407.0,29.48,2.8284271247461903
107.0,861.0,31.6,2.8284271247461903
1283.0,320.0,29.36,2.8284271247461903
1511.0,93.0,29.32,2.8284271247461903
1936.0,374.0,31.8,2.8284271247461903
834.0,883.0,42.08,2.8284271247461903
45.0,619.0,31.44,2.8284271247461903
156.0,12.0,30.4,2.8284271247461903
1678.0,1167.0,29.4,2.8284271247461903
1091.0,314.0,29.2,2.8284271247461903
877.0,200.0,29.28,2.8284271247461903
194.0,333.0,30.28,2.8284271247461903
290.0,274.0,28.92,2.8284271247461903
1847.0,361.0,29.44,2.8284271247461903
292.0,1071.0,49.76,2.8284271247461903
335.0,341.0,29.08,2.8284271247461903
130.0,793.0,32.32,2.8284271247461903
480.0,1153.0,30.08,2.8284271247461903
1018.0,254.0,29.24,2.8284271247461903
1621.0,1200.0,29.04,2.8284271247461903
1882.0,53.0,29.24,2.8284271247461903
22.0,947.0,32.12,2.8284271247461903
951.0,1006.0,28.92,2.8284271247461903
1856.0,837.0,29.0,2.8284271247461903
12.0,238.0,31.88,2.8284271247461903
146.0,1033.0,31.2,2.8284271247461903
215.0,502.0,29.96,2.8284271247461903
87.0,674.0,30.88,2.8284271247461903
835.0,82.0,28.8,2.8284271247461903
1684.0,1147.0,28.8,2.8284271247461903
1689.0,94.0,28.4,2.8284271247461903
139.0,593.0,29.8,2.8284271247461903
1820.0,842.0,28.44,2.8284271247461903
1096.0,85.0,28.76,2.8284271247461903
354.0,238.0,28.64,2.8284271247461903
538.0,95.0,28.64,2.8284271247461903
212.0,248.0,28.76,2.8284271247461903
55.0,963.0,31.68,2.8284271247461903
1188.0,1096.0,28.4,2.8284271247461903
2026.0,1070.0,28.52,2.8284271247461903
880.0,568.0,42.44,2.8284271247461903
1781.0,745.0,28.44,2.8284271247461903
1821.0,203.0,28.44,2.8284271247461903
1856.0,631.0,28.68,2.8284271247461903
1535.0,951.0,28.4,2.8284271247461903
6.0,817.0,31.32,2.8284271247461903
2063.0,71.0,28.48,2.8284271247461903
952.0,562.0,28.52,2.8284271247461903
1422.0,362.0,28.2,2.8284271247461903
1354.0,1018.0,28.28,2.8284271247461903
1611.0,1187.0,28.44,2.8284271247461903
1563.0,284.0,28.2,2.8284271247461903
237.0,1113.0,30.04,2.8284271247461903
336.0,1031.0,29.12,2.8284271247461903
169.0,1101.0,30.4,2.8284271247461903
465.0,52.0,27.96,2.8284271247461903
71.0,251.0,30.28,2.8284271247461903
24.0,722.0,33.124260355029584,7.228202652129152
234.0,786.0,31.0,2.8284271247461903
1536.0,459.0,28.0,2.8284271247461903
799.0,809.0,28.2,2.8284271247461903
912.0,788.0,27.56,2.8284271247461903
1239.0,805.0,29.08,2.8284271247461903
1423.0,0.0,30.66116611661166,33.62685581642693
128.0,798.0,31.6,2.8284271247461903
1143.0,47.0,38.84,2.8284271247461903
867.0,464.0,28.16,2.8284271247461903
509.0,702.0,28.12,2.8284271247461903
744.0,1216.0,29.12,2.8284271247461903
580.0,1062.0,28.12,2.8284271247461903
1486.0,154.0,28.04,2.8284271247461903
782.0,354.0,27.72,2.8284271247461903
1314.0,342.0,27.8,2.8284271247461903
708.0,60.0,28.0,2.8284271247461903
373.0,856.0,27.72,2.8284271247461903
1031.0,758.0,27.36,2.8284271247461903
1335.0,1043.0,27.44,2.8284271247461903
89.0,232.0,29.32,2.8284271247461903
1338.0,952.0,29.64,2.8284271247461903
1565.0,905.0,27.44,2.8284271247461903
526.0,693.0,27.72,2.8284271247461903
319.0,1221.0,29.36,2.8284271247461903
698.0,1154.0,34.68,2.8284271247461903
247.0,203.0,27.96,2.8284271247461903
1928.0,352.0,35.2,2.8284271247461903
1151.0,567.0,32.0,2.8284271247461903
83.0,159.0,29.12,2.8284271247461903
447.0,106.0,27.36,2.8284271247461903
1608.0,480.0,28.96,2.8284271247461903
408.0,749.0,27.4,2.8284271247461903
1351.0,734.0,27.44,2.8284271247461903
1838.0,66.0,27.08,2.8284271247461903
811.0,416.0,30.0,2.8284271247461903
2098.0,7.0,27.16,2.8284271247461903
516.0,219.0,27.12,2.8284271247461903
1560.0,745.0,27.08,2.8284271247461903
1469.0,395.0,27.24,2.8284271247461903
1117.0,388.0,27.04,2.8284271247461903
1700.0,755.0,27.16,2.8284271247461903
1635.0,988.0,27.08,2.8284271247461903
1217.0,394.0,27.0,2.8284271247461903
1957.0,245.0,27.24,2.8284271247461903
1651.0,115.0,27.0,2.8284271247461903
2068.0,898.0,26.8,2.8284271247461903
1934.0,1095.0,27.4,2.8284271247461903
1199.0,1205.0,27.12,2.8284271247461903
577.0,818.0,27.16,2.8284271247461903
1473.0,1074.0,27.36,2.8284271247461903
1274.0,1121.0,27.52,2.8284271247461903
708.0,33.0,27.0,2.8284271247461903
393.0,261.0,27.0,2.8284271247461903
372.0,1235.0,28.16,2.8284271247461903
1327.0,1011.0,26.92,2.8284271247461903
1338.0,382.0,27.08,2.8284271247461903
1583.0,786.0,26.92,2.8284271247461903
1377.0,1209.0,26.8,2.8284271247461903
755.0,368.0,26.6,2.8284271247461903
90.0,1119.0,29.48,2.8284271247461903
1286.0,102.0,26.76,2.8284271247461903
786.0,589.0,26.68,2.8284271247461903
2020.0,116.0,26.68,2.8284271247461903
1634.0,93.0,26.76,2.8284271247461903
731.0,1171.0,34.6,2.8284271247461903
1428.0,347.0,26.64,2.8284271247461903
167.0,79.0,26.68,2.8284271247461903
1111.0,1206.0,27.52,2.8284271247461903
1319.0,509.0,26.6,2.8284271247461903
441.0,1126.0,27.72,2.8284271247461903
502.0,819.0,26.84,2.8284271247461903
337.0,77.0,26.6,2.8284271247461903
1040.0,215.0,28.84,2.8284271247461903
952.0,14.0,26.6,2.8284271247461903
2064.0,614.0,26.68,2.8284271247461903
1303.0,250.0,26.4,2.8284271247461903
935.0,1119.0,26.72,2.8284271247461903
967.0,240.0,26.56,2.8284271247461903
600.0,236.0,26.52,2.8284271247461903
333.0,783.0,26.52,2.8284271247461903
88.0,1064.0,29.12,2.8284271247461903
957.0,553.0,26.52,2.8284271247461903
273.0,754.0,26.4,2.8284271247461903
1689.0,1028.0,26.44,2.8284271247461903
601.0,36.0,26.32,2.8284271247461903
2034.0,469.0,26.52,2.8284271247461903
1212.0,883.0,26.48,2.8284271247461903
961.0,459.0,26.32,2.8284271247461903
383.0,874.0,26.6,2.8284271247461903
67.0,696.0,28.2,2.8284271247461903
1665.0,8.0,25.92,2.8284271247461903
730.0,237.0,26.28,2.8284271247461903
1313.0,1040.0,26.28,2.8284271247461903
1935.0,748.0,26.24,2.8284271247461903
1636.0,694.0,26.24,2.8284271247461903
398.0,1084.0,27.12,2.8284271247461903
1863.0,105.0,26.12,2.8284271247461903
1655.0,212.0,26.2,2.8284271247461903
1805.0,712.0,26.2,2.8284271247461903
1590.0,553.0,26.16,2.8284271247461903
334.0,719.0,26.16,2.8284271247461903
1850.0,506.0,26.16,2.8284271247461903
